1,1
2,196
3,198
4,199
5,202
6,198
7,188
8,198
9,193
10,192
11,201
12,202
13,192
14,200
15,199
16,214
17,200
18,195
19,207
20,196
21,203
22,206
23,197
24,208
25,191
26,198
27,198
28,211
29,207
30,210
31,203
32,221
33,199
34,186
35,193
36,202
37,206
38,196
39,208
40,202
41,193
42,191
43,194
44,205
45,197
46,217
47,207
48,218
49,200
50,203
51,202
52,209
53,198
54,220
55,207
56,223
57,198
58,214
59,213
60,226
61,205
62,216
63,218
64,222
65,191
66,190
67,201
68,199
69,193
70,200
71,197
72,212
73,183
74,198
75,195
76,208
77,200
78,205
79,202
80,223
81,198
82,200
83,206
84,211
85,192
86,201
87,207
88,213
89,200
90,203
91,204
92,222
93,195
94,225
95,214
96,223
97,191
98,194
99,198
100,209
101,199
102,211
103,205
104,219
105,196
106,213
107,205
108,212
109,216
110,215
111,214
112,226
113,202
114,208
115,209
116,217
117,212
118,218
119,217
120,224
121,215
122,215
123,221
124,215
125,219
126,225
127,216
128,221
129,188
130,204
131,190
132,205
133,204
134,196
135,201
136,208
137,206
138,200
139,202
140,210
141,203
142,211
143,206
144,213
145,196
146,194
147,192
148,212
149,200
150,215
151,203
152,223
153,207
154,212
155,209
156,217
157,207
158,226
159,221
160,223
161,204
162,198
163,199
164,211
165,193
166,210
167,212
168,212
169,193
170,202
171,212
172,222
173,209
174,221
175,220
176,227
177,205
178,212
179,205
180,224
181,206
182,217
183,209
184,223
185,216
186,223
187,220
188,222
189,215
190,223
191,221
192,223
193,197
194,195
195,203
196,213
197,206
198,208
199,208
200,217
201,193
202,210
203,203
204,208
205,204
206,216
207,229
208,223
209,195
210,212
211,203
212,214
213,208
214,217
215,212
216,221
217,210
218,211
219,220
220,217
221,211
222,221
223,226
224,216
225,194
226,203
227,205
228,217
229,214
230,219
231,221
232,221
233,201
234,219
235,212
236,232
237,216
238,229
239,221
240,232
241,208
242,218
243,219
244,224
245,214
246,222
247,222
248,226
249,220
250,220
251,229
252,220
253,217
254,224
255,227
256,225
257,186
258,248
259,245
260,244
261,244
262,248
263,248
264,252
265,250
266,248
267,249
268,252
269,250
270,253
271,252
272,250
273,244
274,247
275,249
276,245
277,248
278,249
279,250
280,248
281,246
282,249
283,249
284,250
285,252
286,250
287,251
288,251
289,250
290,249
291,248
292,249
293,246
294,249
295,253
296,248
297,247
298,243
299,247
300,247
301,249
302,242
303,245
304,246
305,248
306,248
307,251
308,249
309,249
310,250
311,248
312,249
313,252
314,249
315,252
316,250
317,249
318,253
319,250
320,246
321,248
322,241
323,250
324,244
325,244
326,248
327,251
328,248
329,249
330,252
331,253
332,253
333,250
334,251
335,252
336,246
337,252
338,252
339,251
340,241
341,250
342,247
343,252
344,248
345,251
346,249
347,250
348,252
349,251
350,249
351,253
352,250
353,251
354,248
355,250
356,251
357,249
358,248
359,248
360,248
361,253
362,254
363,252
364,251
365,251
366,249
367,247
368,251
369,252
370,250
371,250
372,249
373,247
374,249
375,250
376,253
377,253
378,252
379,254
380,253
381,251
382,248
383,252
384,245
385,245
386,252
387,248
388,252
389,248
390,250
391,252
392,250
393,249
394,247
395,247
396,250
397,250
398,251
399,248
400,252
401,248
402,246
403,249
404,252
405,251
406,250
407,253
408,246
409,251
410,249
411,246
412,251
413,249
414,249
415,248
416,251
417,245
418,251
419,249
420,249
421,251
422,252
423,250
424,246
425,252
426,250
427,248
428,252
429,251
430,247
431,251
432,246
433,250
434,247
435,248
436,250
437,253
438,252
439,248
440,247
441,249
442,250
443,249
444,252
445,251
446,249
447,248
448,246
449,248
450,249
451,249
452,248
453,253
454,250
455,250
456,251
457,251
458,252
459,251
460,249
461,251
462,248
463,249
464,245
465,252
466,249
467,246
468,251
469,246
470,251
471,249
472,248
473,248
474,253
475,247
476,249
477,249
478,248
479,248
480,247
481,252
482,249
483,249
484,250
485,251
486,249
487,248
488,250
489,250
490,252
491,250
492,248
493,248
494,250
495,245
496,246
497,248
498,253
499,248
500,249
501,253
502,247
503,249
504,246
505,249
506,247
507,247
508,247
509,245
510,245
511,248
512,240
513,199
514,240
515,241
516,249
517,245
518,249
519,252
520,250
521,248
522,246
523,244
524,248
525,246
526,249
527,253
528,251
529,252
530,251
531,249
532,250
533,250
534,254
535,245
536,252
537,252
538,254
539,249
540,249
541,252
542,245
543,253
544,248
545,248
546,247
547,249
548,252
549,251
550,250
551,248
552,248
553,249
554,244
555,245
556,248
557,246
558,248
559,245
560,248
561,249
562,249
563,253
564,249
565,251
566,252
567,249
568,249
569,246
570,253
571,251
572,246
573,250
574,248
575,250
576,246
577,244
578,251
579,245
580,247
581,248
582,248
583,252
584,251
585,247
586,249
587,247
588,248
589,248
590,251
591,255
592,247
593,246
594,245
595,248
596,249
597,253
598,250
599,248
600,247
601,250
602,251
603,251
604,247
605,253
606,247
607,250
608,247
609,250
610,250
611,247
612,251
613,247
614,252
615,252
616,247
617,250
618,252
619,248
620,250
621,250
622,251
623,250
624,248
625,246
626,250
627,253
628,254
629,248
630,246
631,251
632,249
633,249
634,250
635,245
636,249
637,248
638,246
639,250
640,249
641,247
642,251
643,248
644,245
645,247
646,251
647,247
648,248
649,253
650,252
651,249
652,245
653,247
654,254
655,243
656,250
657,249
658,249
659,253
660,246
661,249
662,249
663,248
664,254
665,251
666,250
667,249
668,252
669,248
670,246
671,251
672,246
673,250
674,251
675,250
676,250
677,248
678,252
679,248
680,251
681,245
682,251
683,247
684,248
685,249
686,249
687,250
688,249
689,251
690,250
691,256
692,247
693,252
694,247
695,251
696,251
697,252
698,253
699,251
700,252
701,250
702,248
703,249
704,245
705,246
706,248
707,247
708,249
709,250
710,250
711,249
712,249
713,254
714,250
715,252
716,246
717,247
718,252
719,250
720,249
721,250
722,253
723,251
724,252
725,250
726,250
727,249
728,251
729,249
730,245
731,250
732,246
733,247
734,236
735,246
736,246
737,250
738,252
739,250
740,253
741,250
742,249
743,250
744,250
745,251
746,251
747,254
748,249
749,248
750,250
751,250
752,250
753,252
754,253
755,251
756,248
757,247
758,247
759,248
760,246
761,252
762,248
763,246
764,245
765,252
766,247
767,241
768,243
769,200
770,249
771,248
772,248
773,248
774,251
775,249
776,252
777,250
778,248
779,249
780,251
781,248
782,249
783,250
784,252
785,250
786,252
787,252
788,251
789,251
790,246
791,255
792,250
793,246
794,252
795,252
796,250
797,248
798,250
799,248
800,251
801,246
802,253
803,251
804,249
805,249
806,250
807,249
808,250
809,253
810,254
811,252
812,248
813,248
814,252
815,251
816,254
817,245
818,251
819,251
820,250
821,247
822,253
823,253
824,254
825,251
826,250
827,247
828,253
829,250
830,253
831,251
832,246
833,247
834,252
835,246
836,254
837,247
838,250
839,249
840,249
841,248
842,246
843,249
844,251
845,248
846,252
847,252
848,250
849,250
850,250
851,250
852,251
853,251
854,247
855,251
856,245
857,255
858,251
859,249
860,254
861,250
862,246
863,250
864,250
865,250
866,249
867,251
868,252
869,246
870,249
871,251
872,251
873,252
874,251
875,252
876,250
877,251
878,250
879,252
880,253
881,251
882,251
883,248
884,248
885,253
886,249
887,250
888,245
889,253
890,253
891,253
892,249
893,250
894,252
895,247
896,244
897,251
898,251
899,249
900,252
901,250
902,252
903,252
904,250
905,254
906,247
907,248
908,255
909,250
910,247
911,249
912,247
913,246
914,254
915,249
916,247
917,253
918,252
919,251
920,253
921,251
922,252
923,249
924,249
925,250
926,251
927,248
928,251
929,251
930,251
931,249
932,248
933,243
934,248
935,246
936,252
937,251
938,253
939,252
940,251
941,251
942,252
943,249
944,249
945,248
946,251
947,250
948,244
949,253
950,251
951,251
952,252
953,247
954,247
955,249
956,252
957,249
958,249
959,254
960,246
961,253
962,253
963,255
964,252
965,248
966,253
967,250
968,252
969,250
970,252
971,248
972,254
973,249
974,248
975,253
976,248
977,249
978,251
979,249
980,254
981,252
982,247
983,246
984,252
985,250
986,249
987,250
988,245
989,250
990,251
991,247
992,252
993,251
994,252
995,251
996,254
997,247
998,250
999,250
1000,250
1001,253
1002,251
1003,252
1004,247
1005,249
1006,249
1007,250
1008,247
1009,252
1010,253
1011,249
1012,248
1013,249
1014,248
1015,248
1016,254
1017,250
1018,252
1019,255
1020,251
1021,248
1022,246
1023,250
1024,246
1025,199
1026,250
1027,247
1028,244
1029,246
1030,248
1031,248
1032,249
1033,247
1034,249
1035,253
1036,247
1037,249
1038,244
1039,254
1040,253
1041,244
1042,253
1043,254
1044,250
1045,250
1046,248
1047,249
1048,253
1049,247
1050,249
1051,252
1052,252
1053,243
1054,249
1055,249
1056,252
1057,242
1058,247
1059,247
1060,252
1061,253
1062,249
1063,247
1064,250
1065,251
1066,252
1067,252
1068,252
1069,252
1070,252
1071,253
1072,251
1073,250
1074,248
1075,250
1076,247
1077,250
1078,251
1079,250
1080,253
1081,253
1082,253
1083,253
1084,250
1085,250
1086,253
1087,246
1088,250
1089,243
1090,249
1091,250
1092,251
1093,246
1094,248
1095,247
1096,252
1097,248
1098,249
1099,249
1100,250
1101,251
1102,244
1103,253
1104,250
1105,247
1106,250
1107,251
1108,251
1109,250
1110,252
1111,250
1112,247
1113,249
1114,252
1115,245
1116,250
1117,251
1118,249
1119,253
1120,252
1121,247
1122,245
1123,249
1124,250
1125,251
1126,251
1127,250
1128,250
1129,249
1130,253
1131,245
1132,248
1133,252
1134,249
1135,250
1136,250
1137,252
1138,253
1139,250
1140,250
1141,249
1142,250
1143,253
1144,248
1145,248
1146,251
1147,245
1148,244
1149,250
1150,248
1151,247
1152,244
1153,245
1154,244
1155,251
1156,252
1157,245
1158,251
1159,251
1160,255
1161,249
1162,251
1163,251
1164,249
1165,252
1166,253
1167,251
1168,251
1169,248
1170,250
1171,251
1172,245
1173,250
1174,248
1175,244
1176,246
1177,252
1178,250
1179,253
1180,249
1181,250
1182,251
1183,251
1184,250
1185,249
1186,252
1187,249
1188,249
1189,249
1190,248
1191,242
1192,252
1193,248
1194,248
1195,252
1196,247
1197,250
1198,252
1199,248
1200,246
1201,250
1202,250
1203,248
1204,253
1205,252
1206,253
1207,253
1208,247
1209,252
1210,250
1211,249
1212,246
1213,253
1214,250
1215,249
1216,239
1217,248
1218,250
1219,252
1220,250
1221,252
1222,250
1223,247
1224,249
1225,250
1226,252
1227,253
1228,250
1229,252
1230,252
1231,247
1232,250
1233,252
1234,254
1235,247
1236,250
1237,251
1238,247
1239,249
1240,248
1241,248
1242,250
1243,250
1244,249
1245,240
1246,246
1247,246
1248,242
1249,246
1250,251
1251,251
1252,249
1253,249
1254,247
1255,250
1256,248
1257,250
1258,252
1259,248
1260,247
1261,248
1262,246
1263,249
1264,250
1265,250
1266,251
1267,247
1268,253
1269,251
1270,252
1271,246
1272,246
1273,254
1274,248
1275,252
1276,244
1277,246
1278,243
1279,244
1280,240
1281,207
1282,248
1283,249
1284,251
1285,245
1286,243
1287,249
1288,251
1289,249
1290,250
1291,250
1292,255
1293,250
1294,253
1295,250
1296,249
1297,250
1298,249
1299,251
1300,248
1301,249
1302,249
1303,247
1304,250
1305,253
1306,252
1307,249
1308,250
1309,251
1310,256
1311,246
1312,249
1313,249
1314,249
1315,248
1316,250
1317,252
1318,250
1319,249
1320,249
1321,251
1322,254
1323,252
1324,254
1325,251
1326,249
1327,252
